scope,partition,test_type,pvim_item,status,owner,model
Partition Level,parmcmisc,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,FAIL,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,parmcmisc,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,parmcmisc,ijtag_basic_tap_tests_user_defined,[NWP] TAP: IDCODE all taps in the partition,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,parmcmisc,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,parmcmisc,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,parmcmisc,icl_verify_dft,[NWP] TAP: icl verify dft,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Stack Level,parmcmisc,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Sebastian Porras,nio_mc-a0-26ww32a
Stack Level,parmcmisc,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Sebastian Porras,nio_mc-a0-26ww32a
Stack Level,parmcmisc,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,parmcmse,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,parmcmse,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,parmcmse,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,parmcmse,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,parmcmse,icl_verify_dft,[NWP] TAP: icl verify dft,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Stack Level,parmcmse,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Stack Level,parmcmse,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Stack Level,parmcmse,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,phy_cluster,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,FAIL,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,phy_cluster,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,phy_cluster,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,phy_cluster,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,phy_cluster,icl_verify_dft,[NWP] TAP: icl verify dft,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Stack Level,phy_cluster,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Stack Level,phy_cluster,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Stack Level,phy_cluster,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,PASS,Sebastian Porras,nio_mc-a0-26ww32a
Partition Level,paraccasf,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccasf,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccasf,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccasf,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccasf,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccchassis,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccchassis,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccchassis,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccchassis,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccchassis,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracccpc,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracccpc,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracccpc,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracccpc,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracccpc,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracchap,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracchap,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracchap,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracchap,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracchap,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracciommu,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracciommu,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracciommu,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracciommu,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paracciommu,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccitc,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccitc,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccitc,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccitc,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccitc,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccotc,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccotc,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccotc,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccotc,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,paraccotc,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,SathyahX Sv,nio_soc-a0-26ww32a
Partition Level,parcabamab,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabamab,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabamab,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabamab,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabamab,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabamaflop,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabamaflop,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabamaflop,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabamaflop,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabamaflop,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabcit,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabcit,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabcit,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabcit,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabcit,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabcrs4x,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabcrs4x,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabcrs4x,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabcrs4x,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabcrs4x,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabhmaa,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabhmaa,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabhmaa,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabhmaa,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabhmaa,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabhmab,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabhmab,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabhmab,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabhmab,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabhmab,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf00,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf00,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf00,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf00,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf00,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf01,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf01,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf01,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf01,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf01,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf02,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf02,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf02,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf02,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf02,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf03,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf03,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf03,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf03,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf03,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf10,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf10,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf10,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf10,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf10,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf11,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf11,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf11,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf11,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf11,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf21e,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf21e,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf21e,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf21e,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf21e,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf21w,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf21w,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf21w,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf21w,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf21w,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf22e,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf22e,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf22e,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf22e,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf22e,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf22w,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf22w,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf22w,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf22w,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf22w,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf23e,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf23e,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf23e,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf23e,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf23e,ijtag_basic_tap_tests_continuity,[NWP] TAP: tap tests continuity,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf23w,icl_verify_dft,[NWP] TAP: icl verify dft,MISSING,Bhanu Vattikuti,nio_soc-a0-26ww32a
Partition Level,parcabinf23w,ijtag_basic_tap_tests_tlr_reset,[NWP] TAP: tap tests tlr reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf23w,ijtag_basic_tap_tests_reset,[NWP] TAP: tap tests reset,MISSING,Marco Salas,nio_soc-a0-26ww32a
Partition Level,parcabinf23w,ijtag_basic_tap_tests_rw_access,[NWP] TAP: tap tests rw access,MISSING,Marco Salas,nio_soc-a0-26ww32a
